,neurotocism_score,extroversion_score,openness_score,agreeableness_score,conscientiousness_score,impulsiveness_score,sens_seeking_score,alc_consumption
943,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858,NotCurrentUse
954,-1.1943,-0.57545,-0.58331,0.13136,0.41594,-0.71126,-0.84637,NotCurrentUse
955,-1.43907,-0.30033,0.14143,1.2861,1.30612,-0.71126,-1.18084,NotCurrentUse
965,-0.58016,0.32197,0.58331,1.11406,0.25953,-0.71126,-0.52593,NotCurrentUse
971,1.49158,-1.23177,-1.11902,0.13136,-0.52745,-0.71126,0.40148,NotCurrentUse
972,-1.86962,2.127,1.24033,1.45039,0.58489,-0.71126,1.92173,NotCurrentUse
977,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,NotCurrentUse
978,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.84637,NotCurrentUse
986,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,NotCurrentUse
997,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,NotCurrentUse
1016,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,NotCurrentUse
1020,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,NotCurrentUse
1038,0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,NotCurrentUse
1057,-0.58016,-0.15487,0.7233,0.94156,-0.27607,-0.71126,0.40148,NotCurrentUse
1082,0.62967,1.11406,-0.84732,-0.45321,-1.25773,-0.71126,-0.84637,NotCurrentUse
1085,-0.14882,-0.15487,0.58331,0.43852,0.58489,-0.71126,0.40148,NotCurrentUse
1101,0.31287,-0.15487,-0.58331,-0.30172,1.30612,-0.71126,-0.52593,NotCurrentUse
1112,-0.92104,-1.23177,-0.71727,-1.07533,0.58489,-0.71126,-0.52593,NotCurrentUse
1116,1.60383,-1.23177,-0.17779,-0.91699,-0.65253,-0.71126,-0.21575,NotCurrentUse
1144,0.22393,-0.69509,0.29338,-0.01729,-1.0145,-0.71126,-1.18084,NotCurrentUse
1161,-0.14882,-0.94779,0.29338,0.94156,2.04506,-0.71126,-0.52593,NotCurrentUse
1168,-1.1943,1.2861,1.43533,1.2861,0.25953,-0.71126,-0.21575,NotCurrentUse
1182,-0.46725,1.11406,0.88309,-0.30172,1.81175,-0.71126,-0.21575,NotCurrentUse
1189,-2.21844,0.32197,0.7233,1.81866,0.93949,-0.71126,-0.52593,NotCurrentUse
1218,-1.32828,0.16767,0.7233,-1.21213,-1.5184,-0.71126,0.7654,NotCurrentUse
1242,0.52135,0.00332,-0.97631,0.13136,-1.38502,-0.71126,-0.52593,NotCurrentUse
1248,-0.92104,-0.15487,0.44585,-0.45321,1.13407,-0.71126,-0.52593,NotCurrentUse
1255,1.49158,-1.23177,-0.71727,-0.91699,-0.00665,-0.71126,-0.52593,NotCurrentUse
1261,0.04257,-0.15487,-0.71727,0.28783,0.58489,-0.71126,-0.21575,NotCurrentUse
1280,-1.43907,0.00332,0.14143,0.13136,-0.27607,-0.71126,0.07987,NotCurrentUse
1282,1.98437,-0.94779,-0.01928,-1.21213,-1.25773,-0.71126,-1.18084,NotCurrentUse
1293,0.04257,-0.57545,1.24033,0.76096,-1.13788,-0.71126,0.7654,NotCurrentUse
1310,-1.05308,1.93886,0.88309,-0.45321,1.81175,-0.71126,0.07987,NotCurrentUse
1315,0.04257,0.80523,-1.68062,-1.34289,0.58489,-0.71126,-0.52593,NotCurrentUse
1323,0.62967,-1.92173,0.29338,0.13136,-0.52745,-0.71126,1.2247,NotCurrentUse
1333,1.23461,-1.23177,0.44585,-0.91699,-0.00665,-0.71126,0.07987,NotCurrentUse
1339,0.73545,-1.37639,-0.97631,-0.30172,-0.52745,-0.71126,0.40148,NotCurrentUse
1378,-1.1943,0.80523,-0.97631,-0.45321,0.58489,-0.71126,-1.18084,NotCurrentUse
1380,-1.32828,-0.30033,0.88309,1.11406,-1.0145,-0.71126,-0.21575,NotCurrentUse
1387,-0.14882,0.47617,0.88309,-0.76096,0.25953,-0.71126,-0.21575,NotCurrentUse
1397,0.82562,-0.80615,-0.58331,-0.45321,-0.27607,-0.71126,-0.52593,NotCurrentUse
1399,0.62967,0.16767,0.14143,1.2861,0.41594,-0.71126,-1.18084,NotCurrentUse
1407,-2.21844,-0.94779,-0.71727,0.13136,-0.52745,-0.71126,0.7654,NotCurrentUse
1411,1.02119,-0.69509,-0.31776,-0.76096,0.7583,-0.71126,-0.84637,NotCurrentUse
1430,-1.05308,-1.23177,-0.71727,-0.45321,0.58489,-0.71126,-1.54858,NotCurrentUse
1436,-1.86962,1.11406,0.7233,-0.91699,1.13407,-0.71126,0.07987,NotCurrentUse
1439,-1.1943,-0.15487,0.14143,1.45039,1.30612,-0.71126,-1.18084,NotCurrentUse
1441,-0.46725,0.96248,0.7233,0.94156,0.58489,-0.71126,-1.18084,NotCurrentUse
1442,-0.67825,-0.43999,-1.11902,1.81866,0.93949,-0.71126,-0.84637,NotCurrentUse
1452,-0.46725,0.00332,-0.17779,0.76096,0.7583,-0.71126,-0.52593,NotCurrentUse
1453,0.73545,-0.69509,1.43533,2.03972,-0.40581,-0.71126,1.92173,NotCurrentUse
1454,-2.05048,0.63779,0.14143,1.45039,1.63088,-0.71126,-0.84637,NotCurrentUse
1456,-1.32828,-0.57545,-0.17779,0.43852,1.13407,-0.71126,-0.52593,NotCurrentUse
1459,0.13606,0.63779,0.88309,0.28783,-0.78155,-0.71126,-1.18084,NotCurrentUse
1460,0.13606,0.16767,-0.45174,0.43852,0.12331,-0.71126,0.40148,NotCurrentUse
1470,-0.14882,0.47617,-0.17779,-1.07533,0.12331,-0.71126,1.2247,NotCurrentUse
1471,-0.24649,0.32197,0.88309,0.43852,0.12331,-0.71126,0.07987,NotCurrentUse
1474,-0.34799,-0.43999,-0.17779,-0.45321,0.12331,-0.71126,-0.84637,NotCurrentUse
1477,-0.05188,-0.57545,-2.09015,-0.01729,-0.27607,-0.71126,-0.84637,NotCurrentUse
1481,-0.24649,0.47617,0.7233,1.61108,-0.14277,-0.71126,0.7654,NotCurrentUse
1483,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593,NotCurrentUse
1485,-0.05188,-0.30033,-1.27553,-0.01729,0.7583,-0.71126,-1.18084,NotCurrentUse
1494,-0.79151,-0.94779,-0.01928,-0.60633,-0.40581,-0.71126,0.07987,NotCurrentUse
1532,0.04257,0.32197,-0.97631,0.28783,-0.65253,-0.71126,0.7654,NotCurrentUse
1533,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987,NotCurrentUse
1535,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.7654,NotCurrentUse
1547,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637,NotCurrentUse
1557,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575,NotCurrentUse
1563,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593,NotCurrentUse
1565,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858,NotCurrentUse
1569,-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,NotCurrentUse
1581,0.31287,-1.23177,-0.01928,0.76096,0.12331,-0.71126,-0.84637,NotCurrentUse
1592,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637,NotCurrentUse
1595,-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637,NotCurrentUse
1596,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,NotCurrentUse
1597,-1.1943,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637,NotCurrentUse
1599,0.13606,0.63779,0.14143,-0.91699,1.63088,-0.71126,-1.54858,NotCurrentUse
1604,-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084,NotCurrentUse
1607,-0.14882,-1.09207,-1.68062,0.94156,0.7583,-0.71126,-2.07848,NotCurrentUse
1621,0.13606,-0.69509,-0.17779,-0.76096,-0.27607,-0.71126,-0.84637,NotCurrentUse
1629,-2.21844,0.47617,-0.17779,2.75696,1.13407,-0.71126,-0.84637,NotCurrentUse
1633,-1.43907,0.00332,-1.68062,0.43852,0.58489,-0.71126,-0.52593,NotCurrentUse
1634,0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084,NotCurrentUse
1636,0.22393,-0.57545,-0.71727,0.28783,0.41594,-0.71126,-0.52593,NotCurrentUse
1649,-1.69163,-1.23177,-0.84732,-1.47955,-0.40581,-0.71126,0.7654,NotCurrentUse
1651,-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987,NotCurrentUse
1653,-0.79151,1.11406,-1.82919,0.76096,0.93949,-0.71126,-1.54858,NotCurrentUse
1668,0.62967,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,NotCurrentUse
1669,0.62967,-0.43999,1.24033,0.94156,-1.13788,-0.71126,-0.21575,NotCurrentUse
1672,-0.46725,0.16767,-1.42424,-0.30172,2.33337,-0.71126,-1.18084,NotCurrentUse
1676,-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,NotCurrentUse
1678,-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593,NotCurrentUse
1679,-0.24649,1.58487,-0.84732,1.2861,0.58489,-0.71126,-0.84637,NotCurrentUse
1685,1.49158,-2.32338,-1.11902,2.03972,-0.27607,-0.71126,-1.54858,NotCurrentUse
1700,-0.58016,0.47617,-1.97495,0.28783,0.93949,-0.71126,-0.84637,NotCurrentUse
1708,-0.79151,-0.80615,0.7233,-0.91699,0.25953,-0.71126,-0.21575,NotCurrentUse
1710,-0.79151,0.63779,-0.84732,-1.07533,0.25953,-0.71126,-0.21575,NotCurrentUse
1715,0.41667,-0.80615,1.06238,0.76096,0.58489,-0.71126,-0.21575,NotCurrentUse
1717,0.04257,-0.43999,-0.01928,0.94156,-1.38502,-0.71126,0.07987,NotCurrentUse
1734,-1.43907,0.96248,0.29338,1.2861,0.25953,-0.71126,0.7654,NotCurrentUse
1736,-0.14882,0.16767,-0.71727,0.94156,0.58489,-0.71126,-0.52593,NotCurrentUse
1737,0.22393,0.00332,-0.45174,0.28783,-0.00665,-0.71126,-1.18084,NotCurrentUse
1760,0.52135,-1.09207,-0.01928,-2.21844,-1.38502,-0.71126,0.7654,NotCurrentUse
1763,0.52135,1.93886,1.43533,-0.30172,0.93949,-0.71126,1.2247,NotCurrentUse
1764,0.82562,-1.23177,1.24033,2.75696,0.25953,-0.71126,-0.52593,NotCurrentUse
1767,-0.79151,0.47617,-1.11902,0.59042,-0.00665,-0.71126,-0.21575,NotCurrentUse
1773,-0.92104,0.47617,0.44585,0.43852,0.41594,-0.71126,-0.52593,NotCurrentUse
1779,-1.43907,-0.57545,-1.55521,-1.6209,1.30612,-0.71126,0.07987,NotCurrentUse
1786,-0.34799,-1.09207,-0.17779,-0.60633,0.58489,-0.71126,-0.52593,NotCurrentUse
1791,-0.46725,-0.15487,0.58331,1.81866,-0.52745,-0.71126,-0.84637,NotCurrentUse
1809,-1.55078,-0.80615,1.06238,-0.01729,2.33337,-0.71126,-0.21575,NotCurrentUse
1813,0.13606,0.32197,-0.97631,1.61108,0.93949,-0.71126,-1.18084,NotCurrentUse
1828,0.13606,-2.32338,0.29338,-1.07533,-0.89891,-0.71126,-0.52593,NotCurrentUse
1830,-2.75696,1.93886,0.88309,0.28783,2.33337,-0.71126,0.07987,NotCurrentUse
1856,-1.1943,1.11406,0.58331,-0.01729,0.12331,-0.71126,0.40148,NotCurrentUse
1861,-1.69163,-1.09207,1.06238,-0.45321,-0.65253,-0.71126,0.07987,NotCurrentUse
1867,0.13606,-0.80615,1.43533,0.28783,1.63088,-0.71126,-0.21575,NotCurrentUse
1871,-1.05308,0.96248,1.88511,1.81866,1.30612,-0.71126,0.07987,NotCurrentUse
1872,1.02119,-0.43999,1.43533,-1.07533,0.12331,-0.71126,0.40148,NotCurrentUse
1879,-0.05188,-1.7625,0.88309,-0.76096,2.33337,-0.71126,-0.21575,NotCurrentUse
3,-0.46725,0.80523,-0.84732,-1.6209,-1.0145,-1.37983,0.40148,NotCurrentUse
4,-0.14882,-0.80615,-0.01928,0.59042,0.58489,-1.37983,-1.18084,NotCurrentUse
31,0.31287,-0.80615,-1.27553,-1.47955,-0.65253,-1.37983,0.07987,NotCurrentUse
46,-0.46725,0.47617,1.24033,0.94156,1.63088,-1.37983,-2.07848,NotCurrentUse
57,0.04257,0.00332,-1.68062,-0.01729,0.25953,-1.37983,-1.54858,NotCurrentUse
70,-0.05188,-0.69509,-1.68062,0.28783,-0.00665,-1.37983,-0.84637,NotCurrentUse
85,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987,NotCurrentUse
91,1.37297,0.32197,0.7233,0.28783,-0.78155,-1.37983,0.07987,NotCurrentUse
95,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848,NotCurrentUse
107,1.02119,-0.30033,-1.82919,0.28783,-0.40581,-1.37983,-0.84637,NotCurrentUse
116,0.22393,-0.57545,-0.84732,0.28783,1.13407,-1.37983,-2.07848,NotCurrentUse
128,-0.34799,-0.80615,-0.84732,0.28783,0.93949,-1.37983,-2.07848,NotCurrentUse
132,-1.55078,-0.15487,-1.27553,2.46262,0.58489,-1.37983,-2.07848,NotCurrentUse
133,-0.24649,-0.57545,-0.58331,-0.15487,0.25953,-1.37983,-1.54858,NotCurrentUse
135,3.27393,-1.50796,-0.31776,0.59042,-0.65253,-1.37983,0.40148,NotCurrentUse
139,-0.46725,-0.80615,0.14143,0.28783,0.93949,-1.37983,-1.18084,NotCurrentUse
142,-0.79151,0.63779,-1.11902,1.2861,0.58489,-1.37983,-2.07848,NotCurrentUse
166,-0.24649,-0.30033,-0.31776,-0.45321,1.63088,-1.37983,-0.84637,NotCurrentUse
189,0.41667,-1.37639,-2.09015,0.59042,-0.27607,-1.37983,-2.07848,NotCurrentUse
194,0.31287,-1.09207,-0.45174,0.13136,0.12331,-1.37983,0.07987,NotCurrentUse
204,-1.55078,-1.09207,-2.39883,-0.91699,-0.65253,-1.37983,-2.07848,NotCurrentUse
212,-0.67825,-0.57545,-1.11902,1.11406,0.93949,-1.37983,-2.07848,NotCurrentUse
214,0.52135,-0.15487,-1.27553,0.94156,0.12331,-1.37983,-1.54858,NotCurrentUse
220,-0.34799,-0.57545,0.14143,1.11406,0.25953,-1.37983,-0.84637,NotCurrentUse
226,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,NotCurrentUse
230,-1.05308,1.45421,0.14143,0.94156,1.63088,-1.37983,-2.07848,NotCurrentUse
231,1.02119,-2.21069,-1.82919,0.59042,0.41594,-1.37983,-1.54858,NotCurrentUse
236,0.04257,0.96248,-1.27553,2.23427,2.04506,-1.37983,-2.07848,NotCurrentUse
238,0.91093,-0.15487,-2.21069,0.28783,1.30612,-1.37983,-2.07848,NotCurrentUse
240,-1.86962,0.63779,0.7233,1.61108,0.25953,-1.37983,-0.84637,NotCurrentUse
241,0.62967,-1.23177,-0.01928,1.61108,2.63199,-1.37983,-0.84637,NotCurrentUse
243,1.49158,-1.50796,-3.27393,0.76096,-0.89891,-1.37983,-1.54858,NotCurrentUse
244,-0.58016,1.11406,0.7233,0.94156,0.93949,-1.37983,-0.21575,NotCurrentUse
252,0.62967,-0.94779,-0.71727,-0.15487,0.7583,-1.37983,-1.54858,NotCurrentUse
254,-0.79151,0.16767,0.29338,-0.01729,0.93949,-1.37983,-2.07848,NotCurrentUse
255,1.37297,-0.69509,-0.71727,-0.91699,-0.27607,-1.37983,-0.84637,NotCurrentUse
265,-0.46725,0.16767,-0.01928,0.59042,0.58489,-1.37983,-1.18084,NotCurrentUse
270,-0.92104,0.16767,-0.84732,-0.76096,0.12331,-1.37983,-2.07848,NotCurrentUse
276,0.41667,-0.43999,0.14143,0.43852,1.63088,-1.37983,-0.21575,NotCurrentUse
286,-0.92104,1.2861,-0.71727,-0.30172,0.25953,-1.37983,-0.21575,NotCurrentUse
287,0.22393,-1.37639,-0.17779,-1.34289,-0.14277,-1.37983,-2.07848,NotCurrentUse
290,-2.05048,0.63779,-0.71727,1.61108,1.13407,-1.37983,-1.18084,NotCurrentUse
292,0.62967,-1.09207,0.44585,-0.76096,-0.40581,-1.37983,-0.52593,NotCurrentUse
305,0.22393,-1.23177,-0.84732,-1.07533,0.7583,-1.37983,-0.84637,NotCurrentUse
308,-0.79151,0.16767,-0.17779,0.59042,0.41594,-1.37983,-2.07848,NotCurrentUse
311,-0.34799,0.00332,-0.45174,0.28783,0.12331,-1.37983,-0.52593,NotCurrentUse
319,0.73545,-0.30033,-0.58331,-1.07533,-0.14277,-1.37983,-1.18084,NotCurrentUse
320,0.52135,-0.30033,-0.97631,1.81866,1.63088,-1.37983,-2.07848,NotCurrentUse
326,-1.86962,1.58487,-0.01928,1.61108,1.30612,-1.37983,-0.84637,NotCurrentUse
327,0.22393,-0.30033,-1.27553,1.11406,-0.52745,-1.37983,-2.07848,NotCurrentUse
330,-0.24649,-0.43999,-0.97631,-0.45321,0.58489,-1.37983,-0.84637,NotCurrentUse
339,-0.14882,-0.30033,-0.58331,0.94156,0.7583,-1.37983,-0.21575,NotCurrentUse
363,1.23461,-0.15487,-1.27553,0.76096,0.41594,-1.37983,-2.07848,NotCurrentUse
365,-0.14882,0.00332,-0.58331,-0.45321,-1.25773,-1.37983,-1.54858,NotCurrentUse
375,0.13606,0.16767,0.29338,-1.34289,1.46191,-1.37983,-0.84637,NotCurrentUse
389,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,NotCurrentUse
393,-0.79151,-0.15487,-2.21069,-0.60633,1.46191,-1.37983,-2.07848,NotCurrentUse
403,-1.43907,0.63779,-0.31776,-0.76096,-0.40581,-1.37983,-0.52593,NotCurrentUse
428,-0.92104,-0.15487,-2.09015,0.28783,0.7583,-1.37983,-1.54858,NotCurrentUse
451,-0.14882,-0.15487,0.14143,0.13136,0.93949,-1.37983,0.07987,NotCurrentUse
452,1.23461,-1.7625,-0.31776,0.13136,0.41594,-1.37983,-0.21575,NotCurrentUse
456,-0.46725,-0.57545,0.14143,0.59042,0.7583,-1.37983,-2.07848,NotCurrentUse
467,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,NotCurrentUse
474,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,NotCurrentUse
484,-0.58016,0.96248,-0.58331,0.76096,-0.27607,-1.37983,-1.18084,NotCurrentUse
485,-0.46725,0.32197,-1.55521,1.11406,-0.78155,-1.37983,-0.84637,NotCurrentUse
494,0.73545,-1.6334,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,NotCurrentUse
495,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,NotCurrentUse
509,-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,NotCurrentUse
520,0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,NotCurrentUse
540,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,NotCurrentUse
547,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,NotCurrentUse
550,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,NotCurrentUse
556,-0.14882,-0.30033,0.29338,-0.15487,0.25953,-1.37983,-0.52593,NotCurrentUse
566,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,NotCurrentUse
578,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,NotCurrentUse
619,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,NotCurrentUse
624,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575,NotCurrentUse
628,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858,NotCurrentUse
630,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848,NotCurrentUse
631,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,NotCurrentUse
632,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,NotCurrentUse
637,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,NotCurrentUse
659,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858,NotCurrentUse
660,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637,NotCurrentUse
681,1.37297,-1.7625,0.44585,0.28783,0.58489,-1.37983,-0.84637,NotCurrentUse
686,-0.92104,0.63779,-0.97631,0.94156,0.25953,-1.37983,-2.07848,NotCurrentUse
692,-1.1943,-0.30033,0.14143,0.43852,0.58489,-1.37983,-0.84637,NotCurrentUse
707,0.41667,-0.57545,-0.45174,0.76096,1.13407,-1.37983,-0.52593,NotCurrentUse
735,-0.46725,-1.7625,-2.8595,-1.47955,-1.13788,-1.37983,0.07987,NotCurrentUse
741,0.62967,0.16767,-0.71727,-0.91699,-0.89891,-1.37983,-1.18084,NotCurrentUse
767,1.02119,0.16767,0.58331,0.43852,0.7583,-1.37983,0.7654,NotCurrentUse
778,1.02119,-2.11437,-0.17779,0.43852,-0.00665,-1.37983,-0.84637,NotCurrentUse
801,0.13606,-0.94779,-0.97631,0.76096,-0.27607,-1.37983,1.2247,NotCurrentUse
827,1.72012,0.47617,1.06238,0.59042,0.12331,-1.37983,0.7654,NotCurrentUse
828,0.13606,0.63779,1.88511,1.2861,-0.27607,-1.37983,0.40148,NotCurrentUse
842,0.52135,-0.43999,0.14143,-1.07533,-0.27607,-1.37983,0.07987,NotCurrentUse
844,0.91093,-1.6334,-1.42424,-0.15487,0.25953,-1.37983,-1.54858,NotCurrentUse
903,1.02119,-0.30033,1.06238,-1.07533,0.41594,-1.37983,-0.84637,NotCurrentUse
907,-0.24649,0.00332,-0.31776,0.76096,-0.78155,-1.37983,1.92173,NotCurrentUse
1000,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,NotCurrentUse
1035,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,NotCurrentUse
1042,0.91093,-0.43999,-1.42424,0.76096,-0.65253,-1.37983,-0.52593,NotCurrentUse
1045,1.23461,-1.23177,0.44585,-0.01729,0.25953,-1.37983,-1.54858,NotCurrentUse
1054,0.22393,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,NotCurrentUse
1058,-0.58016,0.00332,1.65653,0.59042,0.93949,-1.37983,-0.52593,NotCurrentUse
1064,1.23461,-0.69509,0.58331,0.28783,1.63088,-1.37983,-1.54858,NotCurrentUse
1067,-0.92104,0.00332,1.06238,2.03972,2.04506,-1.37983,-0.21575,NotCurrentUse
1072,-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.54858,NotCurrentUse
1075,0.41667,0.00332,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,NotCurrentUse
1078,0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084,NotCurrentUse
1083,-0.05188,-0.15487,0.44585,0.28783,0.41594,-1.37983,-0.21575,NotCurrentUse
1089,-1.05308,1.45421,0.14143,1.11406,-0.27607,-1.37983,0.7654,NotCurrentUse
1098,0.04257,-0.43999,-0.01928,-0.91699,-0.65253,-1.37983,-0.21575,NotCurrentUse
1104,-1.1943,-1.09207,0.7233,-1.21213,-2.04506,-1.37983,0.07987,NotCurrentUse
1105,-0.14882,-0.30033,-0.45174,2.23427,1.63088,-1.37983,0.07987,NotCurrentUse
1110,0.22393,-0.15487,-0.31776,2.23427,1.46191,-1.37983,-1.18084,NotCurrentUse
1135,-0.05188,0.32197,-0.84732,-0.01729,0.41594,-1.37983,-0.84637,NotCurrentUse
1171,0.41667,0.16767,1.43533,0.59042,0.58489,-1.37983,0.07987,NotCurrentUse
1175,0.82562,-0.15487,-0.01928,-1.34289,-0.89891,-1.37983,0.07987,NotCurrentUse
1197,-0.34799,-2.44904,-0.71727,-0.01729,0.25953,-1.37983,-0.84637,NotCurrentUse
1210,-0.24649,-1.09207,0.29338,-0.45321,-1.0145,-1.37983,0.7654,NotCurrentUse
1211,0.91093,0.16767,0.58331,-0.15487,-2.04506,-1.37983,0.40148,NotCurrentUse
1232,0.04257,-1.09207,-0.01928,0.28783,0.58489,-1.37983,-1.54858,NotCurrentUse
1241,-0.92104,-1.92173,-1.42424,1.45039,0.93949,-1.37983,-0.52593,NotCurrentUse
1243,-1.32828,1.74091,-0.01928,0.13136,2.04506,-1.37983,-0.84637,NotCurrentUse
1246,-0.58016,-0.30033,-0.31776,1.2861,0.58489,-1.37983,-0.21575,NotCurrentUse
1250,0.31287,-1.6334,-1.97495,-1.07533,-1.38502,-1.37983,-2.07848,NotCurrentUse
1251,-0.34799,-1.23177,-1.97495,0.28783,-0.27607,-1.37983,-1.18084,NotCurrentUse
1253,1.37297,-0.69509,0.29338,1.45039,0.12331,-1.37983,-0.52593,NotCurrentUse
1265,0.13606,-1.09207,-0.45174,0.59042,0.25953,-1.37983,-2.07848,NotCurrentUse
1267,-0.05188,-0.43999,-0.45174,1.81866,0.25953,-1.37983,-0.52593,NotCurrentUse
1276,-1.1943,-0.30033,0.7233,0.94156,1.13407,-1.37983,0.07987,NotCurrentUse
1300,-0.67825,1.45421,1.43533,1.45039,1.13407,-1.37983,0.07987,NotCurrentUse
1301,-0.05188,-0.57545,-0.97631,-0.60633,0.41594,-1.37983,-2.07848,NotCurrentUse
1319,-0.46725,0.80523,2.15324,0.76096,-0.27607,-1.37983,-0.84637,NotCurrentUse
1330,1.8399,-1.37639,-1.82919,-0.91699,2.33337,-1.37983,-1.18084,NotCurrentUse
1342,1.37297,-1.23177,-1.11902,-2.5383,0.93949,-1.37983,-0.21575,NotCurrentUse
1349,0.41667,-0.57545,-0.97631,-0.15487,1.46191,-1.37983,-2.07848,NotCurrentUse
1369,-0.58016,-0.43999,-1.55521,0.76096,-0.52745,-1.37983,-2.07848,NotCurrentUse
1370,1.23461,0.16767,0.58331,-0.30172,-1.25773,-1.37983,-0.21575,NotCurrentUse
1372,-0.58016,-0.57545,-0.01928,-0.15487,-0.14277,-1.37983,-1.18084,NotCurrentUse
1375,0.62967,0.32197,-0.45174,1.45039,0.93949,-1.37983,-0.52593,NotCurrentUse
1383,-0.24649,-0.43999,-0.31776,-0.01729,0.58489,-1.37983,-1.18084,NotCurrentUse
1394,1.72012,-0.43999,-1.27553,1.45039,-0.89891,-1.37983,-1.54858,NotCurrentUse
1398,1.02119,0.96248,-0.97631,-0.60633,-0.14277,-1.37983,-1.18084,NotCurrentUse
1400,0.91093,0.00332,0.88309,0.94156,-0.52745,-1.37983,0.07987,NotCurrentUse
1401,0.41667,0.00332,-1.11902,0.13136,0.58489,-1.37983,-0.84637,NotCurrentUse
1404,0.22393,-0.57545,-1.55521,0.43852,-1.38502,-1.37983,-0.84637,NotCurrentUse
1410,1.02119,0.80523,1.24033,-0.01729,0.25953,-1.37983,0.07987,NotCurrentUse
1414,-1.1943,-1.09207,-0.84732,0.28783,0.25953,-1.37983,-0.52593,NotCurrentUse
1416,-0.14882,-0.30033,-1.27553,1.81866,-0.27607,-1.37983,-1.18084,NotCurrentUse
1431,0.31287,-0.94779,-0.58331,2.75696,1.46191,-1.37983,-1.18084,NotCurrentUse
